id	cov1	cov2	cov3
id00023	-1.40417252335605	-2.92895703292759	0.778804664248197
id00310	-0.72930286746292	-1.05248661722631	-0.081987024648814
id00356	0.159642099681627	-0.0908474878586757	0.963760827618999
id00454	1.32698336564898	-0.65545372652381	-0.274494657076807
id00653	0.467827026656966	0.413196109084528	1.13756794524446
id00656	1.55999346734416	1.00812399159441	-0.80829914861269
id00688	-0.124517339134348	0.3165138000831	0.65442930061621
id00741	0.859042547869171	0.124015981125285	1.63826464271916
id00838	-1.41763789922927	0.361976734268571	-2.36401582981214
id00961	-1.51820919680784	-1.26661355474675	0.300920973376748
id01077	0.68906683453839	-1.22218375573578	0.888639016374832
id01126	-0.130858975049464	-0.998926814520337	0.519141023457023
id01170	0.0303428412541664	0.596677573349671	2.00275616639727
id01273	-0.498108271693787	-0.133657348995598	-0.235915794729067
id01279	-0.878860201689365	0.286838842174963	-0.404147432370384
id01390	0.330543625344624	-0.330357783914213	1.82095465254328
id01556	-1.41474983593654	0.343089701327436	-1.37262174723498
id01623	-0.85946438430351	0.773251659727847	0.753124209866453
id01769	-0.466680648436258	-1.52778837989333	0.187588960581289
id01804	-0.68777508400955	-0.131922379001711	0.543406595061679
id02036	-0.587923099098577	1.83717079513729	1.41158841911033
id02133	-0.43805180890689	-0.0541345651134368	-0.866347420488211
id02272	1.0914220347654	0.65169677310316	1.5193061827389
id02369	-0.994946071199836	0.645334403003284	-0.254711948882597
id02385	0.767912263539232	-0.802770216119689	0.186969205332871
id02494	-0.0391693557240127	0.215669275191509	0.442652134149956
id02582	-0.337002398723108	-0.439602915823611	0.384364466673106
id02653	-0.0749690962871316	-0.659699918151235	-2.21690973892094
id02688	-2.58886475279907	0.914496449471506	-0.65387360354355
id02690	-0.897916031454259	0.255908514006005	0.932160053089367
id02707	0.76714007113621	0.189456531702604	1.95166135950633
id02814	0.382960156324426	-1.25961298787992	0.978210222250289
id02883	-0.229355020486285	0.682866996483566	-0.735412532219572
id02919	-0.122422384808822	0.527952271014927	-0.117627636637993
id02939	1.77009885399663	0.980230181021852	-0.833371017457977
id02953	-0.954690791987264	-1.07090886675343	-1.11271663585528
id03086	-0.261300699770687	0.402585287782878	-0.23559735332928
id03134	0.076299584263164	-0.638059890277315	0.754441324597177
id03146	0.0802592945641796	0.336873947143339	-0.302876557688528
id03158	0.134234312007542	0.976862411305816	-0.764415709524832
id03245	-0.329581984363282	0.629037826367693	2.96249255021222
id03312	-1.1320430737333	-1.46090333064431	0.117017284994243
id03511	-0.377605537316409	0.844801640309587	1.11117668648153
id03514	0.078561459359305	0.15591544938751	-1.54954512419273
id03607	-2.00797206025342	1.12887076376455	-0.239775333979382
id03612	-1.79916982577247	-0.722860474637377	-0.682578846850654
id03689	-0.895900140526965	-0.353737469701767	-0.499685645036496
id03827	1.2579195209068	-0.295204680880298	0.433262022705425
id03848	-0.525164600639982	-0.886737189532108	-0.0993579912637823
id03878	-0.486411392000684	0.0275916640516144	-0.875622086074855
id03927	-0.203466612661754	-1.61113446770468	-0.280672569287178
id03964	0.309805528058102	-0.844688350098837	-0.200122610987227
id04028	0.0210595837266501	2.37266336364657	-0.406944690414317
id04078	-0.580778090150692	0.958087964407641	-0.584586469596579
id04180	1.46056665307536	0.789599822411034	-0.710395943006088
id04223	0.545421574964017	1.68954184059286	0.106950458672967
id04326	-0.302042045947145	0.814069079243734	-0.668469073818898
id04333	0.0483499598001082	-1.99807439436481	-1.00158508578471
id04370	0.732357138610539	0.267172049860106	1.02176805607683
id04444	-0.275665415944758	-2.69400634362811	-0.569623380714094
id04528	3.66213115241844	-0.195000644031339	0.121727891912091
id04794	-0.706897072071809	-0.160945584917586	1.3882828338723
id04822	0.508143162762828	-0.337797031277786	0.737122210585555
id04874	0.198051329274092	0.330897248944169	0.498512863392415
id04928	-1.53642570161078	0.264878275320352	0.437075108350176
id04960	0.650816458265	0.349356023554238	-0.447414266769378
id05132	-2.09001489030898	1.72106133616698	1.82072579621198
id05139	0.699744614290236	0.943235734621732	0.083110675224034
id05369	0.94866672524147	-0.436494587496025	0.14223136828069
id05499	1.12385734543801	0.514758027725108	1.08860130709051
id05558	0.693953528992076	-1.06379427423294	-1.0512180815493
id05627	-0.10855139354108	-1.00173265790761	-0.756290819216298
id05715	-1.90152693934653	0.728315923173771	1.98206896130293
id05800	0.187510726272239	0.211067371735378	-1.13186440359681
id05880	1.57396570638404	-0.248896549188274	0.325480937319427
id05885	-0.542891747259294	0.233419138674893	-0.138848088069345
id06310	0.219122329347581	-0.779555954621674	-0.13956439186668
id06321	-2.26415501197082	-0.410019672078724	-0.0409170180570949
id06373	0.97149131191188	1.31771207968661	0.392633619397352
id06445	0.171013623647219	0.359111836127453	0.445778101805565
id06466	2.25832418834777	2.1335136721316	-1.8406677184987
id06525	0.846316056907811	2.11584275318798	2.30805522174044
id06623	-1.02465863331378	0.0520584384958627	0.451862338382634
id06699	1.04531148829702	-1.05871082386544	0.353744143085283
id06704	-1.20602727828837	-1.80306347983793	-0.358816432718147
id06781	-1.481135055401	-2.0410083990389	-0.981911998965193
id06894	0.257788267175399	0.863520686287578	0.170169055461134
id06991	-0.70065468266107	0.0482427032416046	0.0333216912145928
id07066	2.09055991068076	1.17790250900883	1.95973602408441
id07174	0.114627425516038	0.114781340783638	-0.481816354666922
id07290	0.120290325507248	-0.805452455918236	0.04921885739663
id07339	-2.55540781664781	0.307138944701797	-1.05371079820772
id07507	-0.948715904925223	0.511353314481152	0.15051247234401
id07515	-0.0475917494746754	-0.543040296421252	-1.49159133543657
id07542	0.155707524740521	0.213952977586985	0.513517609379232
id07545	0.899282004483178	2.39203767421169	1.01219465856124
id07687	-0.253926401289582	-1.7503417962377	0.155766857625704
id07756	-0.0822235908337776	0.41825553881186	-1.51387146089785
id07800	0.970345943463647	0.855146700608605	0.727895443165173
