id	cov1	cov2	cov3
id00081	-0.93313382328584	0.913414163457558	-0.668804692620167
id00152	1.59964496983637	0.143138109679836	-1.26802189475804
id00271	0.849044912281032	-1.24698121919229	0.658757922738073
id00295	1.15448720682319	0.427317918101835	0.593701182309672
id00360	-1.59773026243395	0.919086372322256	3.09396380122429
id00457	0.329016773746494	-0.455855581085275	1.85353663340845
id00487	-0.115890519866614	-0.198346802105225	0.559247860591166
id00497	-0.764269564390921	-0.526855741609512	1.59901501758058
id00621	0.670453530435278	-0.111613255663856	1.03339402389236
id00753	0.291921459629205	-0.0274148779276377	1.10191140397283
id00841	-0.288563513826827	0.231829174024773	-2.28930859505665
id00887	-0.823303495503463	0.902004690488706	-1.81961167270695
id00909	0.292470430102614	1.27140797528103	-2.61060858997598
id00951	-0.130820309693123	-1.03943673461148	-1.5011927340769
id00984	1.87810292953551	-0.139071165811496	1.6044864528505
id01016	-0.637822369849672	-0.318582269776011	0.221499153776221
id01166	0.363703525014608	0.778682041272054	0.369013142752407
id01194	-0.787708024108985	2.08328321672407	-0.593315652984335
id01242	0.686766486596944	-1.07109900875328	-1.62681533505034
id01548	-0.11971972225598	-0.538439516381067	-0.390039754367531
id01554	1.31934628650587	1.17760413399266	1.94100380250837
id01679	-0.0298407416662773	0.0255930728334673	-0.523134094402131
id01742	1.43537869227558	1.17754070278349	-0.973139848496078
id01846	0.967480903889261	0.2201703194811	-1.16562524611457
id01850	1.43073667418656	0.333954716272018	-1.23084666017817
id01934	-0.221499551117209	-3.18072621658853	1.51705241844185
id02166	0.850244390868172	-0.583703452547314	-0.266968579368671
id02185	-0.923860639741849	0.564305507167181	-0.746904609113639
id02286	-0.163002976789808	-1.00208503936224	2.40723290240822
id02518	1.90088525526784	-2.58926036319018	-0.307393507169813
id02554	1.39154752133447	-0.373910975302866	1.51209356272609
id02572	-0.242402217071711	0.127262363234374	-0.249918526481984
id02613	-1.57096761050278	-2.07837923410639	-0.23291275614658
id02714	-0.706710728475449	-0.395440446266813	0.11946027879111
id02731	-0.00450208075688504	-1.18136313103079	-0.534232840791035
id02775	0.53743613982132	-0.857850806539015	1.52875910325895
id02787	0.382055299064107	-0.43472364970905	-0.598413645200829
id02871	0.291932096231286	1.20072874945178	0.11352345099585
id03198	3.27230873263931	-0.768316485840671	1.1129827714431
id03208	0.14288055499743	0.519231704896505	1.36458208936522
id03256	0.324875786280519	-0.473183071723197	-0.604932810260378
id03296	3.23469384221983	-0.518821962837356	-0.846253134722719
id03457	0.0268073908069604	1.75047232112822	-0.193314937623883
id03576	0.262989679326578	-0.371546912147887	-0.285907350422255
id03613	0.00485486425186189	1.29574820387393	-0.729952109968449
id03653	-0.640019704902777	2.22857704826752	0.243266024279605
id03759	-0.185702536481594	0.270214369649456	-0.587534997578659
id03806	2.48718542514461	-0.131753776394955	1.25152892708411
id03811	1.1485559563945	1.70653714218481	-2.00907250667039
id03815	0.538806809420946	1.26450677035151	0.352262094535436
id04170	1.6932275634403	1.59375678009235	0.897302634499443
id04186	-0.00475724022149746	-0.12355009852264	0.108080792724504
id04243	-1.40419206696612	-0.420528123030124	1.88623824444143
id04409	-0.382851967211879	0.0061171313503543	-0.47970697193847
id04417	0.730669455664552	-1.10456368468814	-0.324287860057389
id04454	-0.239240495902964	-1.30339853575382	-0.663187706871565
id04691	-0.761873768620049	-0.107341162330106	0.00860848001292651
id05202	-0.688907657897909	1.95447768433567	-0.591170271184173
id05237	-1.9982916708069	0.0223806229906292	0.864322254695092
id05356	-1.55173331533727	-0.23191100540531	-0.26789377047411
id05410	-0.347436064298565	0.187889108953362	0.101451311485083
id05453	0.155281633638026	-0.631553469001399	1.20972544458986
id05481	-1.64435186186745	0.0399013483432537	0.69676176715129
id05496	-0.468162441994388	-0.838456892769008	-0.36267096398832
id05681	-1.38923855515307	-0.177660632983128	-1.44685054034408
id05749	-1.43524925939056	-0.214102556449227	2.02155633380962
id05856	-0.230049836266001	0.780521295988241	1.89791958819536
id05859	0.25760585727393	0.143958779568777	-0.23922232328753
id05978	-0.211588747319146	-1.81728679320935	-0.270529655263593
