id	y
id00081	-0.899814939071113
id00152	0.716923924837938
id00271	1.23705288140365
id00295	0.923788411056446
id00360	-0.224399999794896
id00457	0.011511234417197
id00487	-0.158761537600331
id00497	0.991706039246538
id00621	-0.248061208747288
id00753	-0.431927987984492
id00841	-0.124688997273387
id00887	-0.39589629286043
id00909	-0.571201547373143
id00951	-0.244330808608075
id00984	2.20256758411573
id01016	-0.639073351720399
id01166	0.0676654057413579
id01194	-0.321149935730967
id01242	1.9613924443131
id01548	1.38168699138989
id01554	0.920343707218796
id01679	-0.793520719426622
id01742	-1.20556953087637
id01846	-0.906394175504618
id01850	-0.102414290364837
id01934	1.42318688153027
id02166	0.735091639523823
id02185	-0.219631169964709
id02286	0.950077306120532
id02518	2.20292647671003
id02554	1.37574519096571
id02572	-1.33594689260126
id02613	-0.0762549460570613
id02714	0.0317859459497315
id02731	0.513351240492287
id02775	0.240303342639543
id02787	0.178924256207604
id02871	-0.843367699884524
id03198	1.45002055168827
id03208	0.296856923763519
id03256	-0.0228751406091628
id03296	1.79446972328677
id03457	-1.98149903809029
id03576	-1.19143495950366
id03613	-0.0806318964333085
id03653	-0.793243525921349
id03759	0.277342687556657
id03806	0.928124598695661
id03811	-1.27868090061593
id03815	1.06886249576647
id04170	1.71845343131384
id04186	-0.126788809369138
id04243	0.40980434286556
id04409	-0.233851045906687
id04417	0.650425615261659
id04454	0.708973427805122
id04691	-0.991847229309914
id05202	0.164731411562394
id05237	-1.41069331404868
id05356	-0.835975906757351
id05410	0.865810593860146
id05453	1.56250058920375
id05481	-0.372492059752605
id05496	0.197943060982675
id05681	-0.913950781075562
id05749	-0.702245604045124
id05856	0.971067331161595
id05859	-0.331716631863696
id05978	0.366801964726429
id05985	-2.30202898437473
id06107	-0.561205077236544
id06275	0.85433241323185
id06306	-0.226541189869016
id06328	-0.235615733700555
id06452	-1.3758753857972
id06488	-0.69736309940107
id06548	-0.429224571377575
id06641	-1.9731454187698
id06667	0.0167661126955427
id06806	1.44725233196281
id06826	0.0864496251173819
id06831	-0.436878571753725
id06867	0.230624740344383
id06980	-0.219890610795454
id07002	0.913172037614024
id07035	-0.967973951237957
id07075	-0.304093944432827
id07093	0.480589135728889
id07349	0.468479800013419
id07463	0.628757295438201
id07548	0.926696205500139
id07659	1.52985982934578
id07769	0.0384340381540064
id07823	-0.811044016279364
id07848	0.801213328699615
id07898	-0.540707648016578
id07954	0.240494875432515
id07956	-0.359346303758503
id07991	-0.974719724462205
id08047	0.440130804719674
